reason,rows,forced_side_rows,forced_side_wins,forced_side_losses,forced_side_win_rate,forced_side_net_bnb,forced_side_net_usd,avg_confidence,avg_sep,avg_abs_price_diff
NEU_WEAK_CONTINUATION_BOTH,4023,4023,2191,1832,0.544618443947303,3.242545620437955,2221.1437499999984,0.5999639670229512,0.02224881928908776,50.08048222719375
NEU_CLOSE_CALL,638,638,395,243,0.6191222570532915,1.9045821167883208,1304.6387499999996,0.5957698361263976,0.03796965778474399,89.2386520376178
NEU_BULL_INVALIDATED,1719,1719,907,812,0.527632344386271,0.5314434306569337,364.0387499999996,0.5185287706432051,0.07851007465580762,79.61972076788834
NEU_BEAR_INVALIDATED,1503,1503,772,731,0.5136393878908849,-0.15050364963503704,-103.09500000000025,0.520185380325825,0.07729251497005986,84.92594810379232
