variant,rollback_weak_conf_low,rollback_weak_conf_high,rollback_weak_low_sep_max,rollback_weak_high_sep_min,rows,rollback_rows,called_only_accuracy,bets,wins,losses,net_bnb,net_usd,pred_bull_acc,pred_bear_acc,pred_bull_run_acc,pred_bull_flip_acc,pred_bear_run_acc,pred_bear_flip_acc,remaining_false_neutral_rows,remaining_false_neutral_forced_win_rate,remaining_false_neutral_forced_net_bnb,input,stake_bnb,bnb_usd,win_fee_rate,gas_usd_roundtrip
v21_3_sweep,0.59,0.62,0.02,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.64,0.01,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.64,0.015,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.64,0.02,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.66,0.01,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.66,0.015,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.66,0.02,0.035,19799,1541,0.658592934863616,13418,8837,4581,55.547242700729925,38049.86125,0.6536238328145842,0.6636186478788787,0.6533292608430055,0.6584517251377211,0.6618594660938938,0.6702096250369058,6351,0.4989765391276964,-3.359830291970809,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.62,0.01,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.62,0.015,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.62,0.02,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.64,0.01,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.64,0.015,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.64,0.02,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.66,0.01,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.66,0.015,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.58,0.66,0.02,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.62,0.01,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.62,0.015,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.62,0.02,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.64,0.01,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.64,0.015,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.64,0.02,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.66,0.01,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.66,0.015,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.59,0.66,0.02,0.04,19799,1533,0.6585384041759881,13410,8831,4579,55.49273540145984,38012.52374999999,0.6535094227630213,0.6636186478788787,0.6532233424992362,0.6583381754793725,0.6618594660938938,0.6702096250369058,6359,0.49929234156313884,-3.305322992700731,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.62,0.01,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.62,0.015,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.62,0.02,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.64,0.01,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.64,0.015,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.64,0.02,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.66,0.01,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.66,0.015,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
v21_3_sweep,0.6,0.66,0.02,0.045,19799,1448,0.6586116322701688,13325,8776,4549,55.16953284671531,37791.12999999999,0.6535918244664863,0.6636186478788787,0.6522277227722773,0.6595055915244261,0.6618594660938938,0.6702096250369058,6444,0.5012414649286158,-2.9821204379562047,E:\Trading_Bot_V1.0\DogeBets\main\data\epoch_model_table_v6\epoch_model_table_v21_src.parquet,0.015,685.0,0.05,0.085
