model,rows,directional_called,neutral_called,directional_accuracy,directional_coverage,neutral_rate,bull_precision,bear_precision
v2_2 (base),707,281,426,0.5551601423487544,0.39745403111739747,0.6025459688826026,0.5847457627118644,0.5337423312883436
Proto v2.3 (original replay),707,280,427,0.5535714285714286,0.39603960396039606,0.6039603960396039,0.5847457627118644,0.5308641975308642
Lean Proto v2.3 (replay),707,280,427,0.5535714285714286,0.39603960396039606,0.6039603960396039,0.5847457627118644,0.5308641975308642
Swept Proto v2.3,707,280,427,0.5535714285714286,0.39603960396039606,0.6039603960396039,0.5847457627118644,0.5308641975308642
Neutralize-Only Overlay Proto v2.5,707,280,427,0.5535714285714286,0.39603960396039606,0.6039603960396039,0.5847457627118644,0.5308641975308642
