variant,flip_score_threshold,alignment_threshold,compression_velocity_min,ratio_threshold,changed_rows_count,new_directional_called,baseline_directional_called,baseline_directional_accuracy,baseline_directional_coverage,baseline_bull_precision,baseline_bear_precision,new_directional_accuracy,new_directional_coverage,new_bull_precision,new_bear_precision,delta_directional_accuracy,delta_directional_coverage,delta_bull_precision,delta_bear_precision
bull_to_neutral,0.12,1.0,,,63,288,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5555555555555556,0.3076923076923077,0.575,0.5416666666666666,0.005698005698005715,-0.06730769230769229,0.017622950819672134,0.0
bull_to_bear,0.12,1.0,,,63,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5413105413105413,0.375,0.575,0.5238095238095238,-0.008547008547008517,0.0,0.017622950819672134,-0.017857142857142794
bull_to_neutral,0.12,1.0,,0.0,61,290,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5551724137931034,0.30982905982905984,0.5737704918032787,0.5416666666666666,0.005314863935553582,-0.06517094017094016,0.016393442622950838,0.0
bull_to_bear,0.12,1.0,,0.0,61,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5413105413105413,0.375,0.5737704918032787,0.5240174672489083,-0.008547008547008517,0.0,0.016393442622950838,-0.017649199417758332
bull_to_neutral,0.12,1.0,,-0.05,60,291,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5532646048109966,0.3108974358974359,0.5691056910569106,0.5416666666666666,0.003407054953446731,-0.0641025641025641,0.011728641876582735,0.0
bull_to_bear,0.12,1.0,,-0.05,60,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5384615384615384,0.375,0.5691056910569106,0.5219298245614035,-0.01139601139601143,0.0,0.011728641876582735,-0.019736842105263164
bull_to_neutral,0.12,1.0,,-0.1,59,292,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5547945205479452,0.31196581196581197,0.5725806451612904,0.5416666666666666,0.004936970690395337,-0.06303418803418803,0.015203595980962548,0.0
bull_to_bear,0.12,1.0,,-0.1,59,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5413105413105413,0.375,0.5725806451612904,0.5242290748898678,-0.008547008547008517,0.0,0.015203595980962548,-0.017437591776798822
bull_to_neutral,0.12,1.0,0.0,,50,301,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5614617940199336,0.3215811965811966,0.5864661654135338,0.5416666666666666,0.011604244162383703,-0.053418803418803396,0.02908911623320598,0.0
bull_to_bear,0.12,1.0,0.0,,50,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5555555555555556,0.375,0.5864661654135338,0.536697247706422,0.005698005698005715,0.0,0.02908911623320598,-0.004969418960244609
bull_to_neutral,0.12,1.0,0.0,0.0,50,301,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5614617940199336,0.3215811965811966,0.5864661654135338,0.5416666666666666,0.011604244162383703,-0.053418803418803396,0.02908911623320598,0.0
bull_to_bear,0.12,1.0,0.0,0.0,50,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5555555555555556,0.375,0.5864661654135338,0.536697247706422,0.005698005698005715,0.0,0.02908911623320598,-0.004969418960244609
bull_to_neutral,0.12,1.0,0.0,-0.05,50,301,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5614617940199336,0.3215811965811966,0.5864661654135338,0.5416666666666666,0.011604244162383703,-0.053418803418803396,0.02908911623320598,0.0
bull_to_bear,0.12,1.0,0.0,-0.05,50,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5555555555555556,0.375,0.5864661654135338,0.536697247706422,0.005698005698005715,0.0,0.02908911623320598,-0.004969418960244609
bull_to_neutral,0.12,1.0,0.0,-0.1,50,301,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5614617940199336,0.3215811965811966,0.5864661654135338,0.5416666666666666,0.011604244162383703,-0.053418803418803396,0.02908911623320598,0.0
bull_to_bear,0.12,1.0,0.0,-0.1,50,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5555555555555556,0.375,0.5864661654135338,0.536697247706422,0.005698005698005715,0.0,0.02908911623320598,-0.004969418960244609
bull_to_neutral,0.12,1.0,5.0,,47,304,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5625,0.3247863247863248,0.5882352941176471,0.5416666666666666,0.012642450142450135,-0.0502136752136752,0.030858244937319257,0.0
bull_to_bear,0.12,1.0,5.0,,47,351,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5584045584045584,0.375,0.5882352941176471,0.5395348837209303,0.008547008547008517,0.0,0.030858244937319257,-0.002131782945736349
bull_to_neutral,0.12,1.0,5.0,0.0,47,304,351,0.5498575498575499,0.375,0.5573770491803278,0.5416666666666666,0.5625,0.3247863247863248,0.5882352941176471,0.5416666666666666,0.012642450142450135,-0.0502136752136752,0.030858244937319257,0.0
