model,rows,directional_called,neutral_called,directional_accuracy,directional_coverage,neutral_rate,bull_precision,bear_precision,bull_recall,bear_recall
v2_2 (base),936,351,585,0.5555555555555556,0.375,0.625,0.5732484076433121,0.5412371134020618,0.19522776572668113,0.2219873150105708
Bear-only RuleB raw,936,324,612,0.558641975308642,0.34615384615384615,0.6538461538461539,0.5732484076433121,0.5449101796407185,0.19522776572668113,0.19238900634249473
Bear-only RuleB + Core A,936,348,588,0.5603448275862069,0.3717948717948718,0.6282051282051282,0.5732484076433121,0.5497382198952879,0.19522776572668113,0.2219873150105708
Bear-only RuleB + Window Prev/Curr,936,343,593,0.5597667638483965,0.36645299145299143,0.6335470085470085,0.5732484076433121,0.5483870967741935,0.19522776572668113,0.2156448202959831
Bear-only RuleB + Window +/-1,936,342,594,0.5614035087719298,0.36538461538461536,0.6346153846153846,0.5732484076433121,0.5513513513513514,0.19522776572668113,0.2156448202959831
Bear-only RuleB + Window Relaxed,936,342,594,0.5584795321637427,0.36538461538461536,0.6346153846153846,0.5732484076433121,0.5459459459459459,0.19522776572668113,0.2135306553911205
