total_rows,directional_called,neutral_called,directional_accuracy,coverage,bull_precision,bear_precision,bull_pred_bull_truth,bull_pred_bear_truth,bear_pred_bull_truth,bear_pred_bear_truth,transition_score_triggers,fan_collapse_v2_triggers,compression_trap_blocks,inertia_wall_neutralizations,oscillation_based_reversals
936,357,585,0.5602240896358543,0.3814102564102564,0.5822784810126582,0.542713567839196,92,66,91,108,103,0,85,96,48
