group,count,mean_slow_retention,mean_abs_hinge,mean_transition,mean_phase3,mean_fs3,mean_fast_alt,mean_core_count
wrong_bear_all,89,0.9978847586750684,0.2349164000961537,0.8426966292134831,0.7415730337078652,0.8314606741573034,0.2696629213483146,0.550561797752809
wrong_bear_ruleb_context,13,1.5782645749855315,0.30665150514313744,1.0769230769230769,0.7692307692307693,1.0,0.3076923076923077,0.7692307692307693
wrong_bear_core_a_hit,3,1.4988243333088274,0.4092303605184561,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335
wrong_bear_core_a_miss,10,1.6020966474885427,0.27587784853054187,1.0,0.6,0.7,0.2,0.3
wrong_bear_core_b_miss,11,1.6229123818461217,0.32295533444100405,1.0909090909090908,0.5454545454545454,0.8181818181818182,0.2727272727272727,0.45454545454545453
wrong_bear_core_c_miss,11,1.560659909371845,0.26740916220928784,1.0,0.7272727272727273,0.8181818181818182,0.18181818181818182,0.45454545454545453
