model,rows,directional_called,neutral_called,directional_accuracy,directional_coverage,neutral_rate,bull_precision,bear_precision
v2_2 (base),526,210,316,0.5714285714285714,0.39923954372623577,0.6007604562737643,0.6024096385542169,0.5511811023622047
Proto v2.3 (original replay),526,209,317,0.569377990430622,0.3973384030418251,0.6026615969581749,0.6024096385542169,0.5476190476190477
Lean Proto v2.3 (replay),526,209,317,0.569377990430622,0.3973384030418251,0.6026615969581749,0.6024096385542169,0.5476190476190477
Swept Proto v2.3,526,209,317,0.569377990430622,0.3973384030418251,0.6026615969581749,0.6024096385542169,0.5476190476190477
Hybrid Overlay Proto v2.4,526,223,303,0.5560538116591929,0.42395437262357416,0.5760456273764258,0.5494505494505495,0.5606060606060606
