model,triggers,good_neutralizations,bad_neutralizations,override_precision,dir_inside_err,dir_outside_err,good_wrong_bear,bad_right_bear,rows,directional_called,neutral_called,directional_accuracy,directional_coverage,neutral_rate,bull_precision,bear_precision,bull_recall,bear_recall
bear_raw,27,13,14,0.48148148148148145,0.48148148148148145,0.44135802469135804,13,14,936,324,612,0.558641975308642,0.34615384615384615,0.6538461538461539,0.5732484076433121,0.5449101796407185,0.19522776572668113,0.19238900634249473
bear_core_a,3,3,0,1.0,1.0,0.4396551724137931,3,0,936,348,588,0.5603448275862069,0.3717948717948718,0.6282051282051282,0.5732484076433121,0.5497382198952879,0.19522776572668113,0.2219873150105708
bear_core_b,2,2,0,1.0,1.0,0.44126074498567336,2,0,936,349,587,0.5587392550143266,0.37286324786324787,0.6271367521367521,0.5732484076433121,0.546875,0.19522776572668113,0.2219873150105708
bear_core_c,2,2,0,1.0,1.0,0.44126074498567336,2,0,936,349,587,0.5587392550143266,0.37286324786324787,0.6271367521367521,0.5732484076433121,0.546875,0.19522776572668113,0.2219873150105708
bear_core_a_lite,2,2,0,1.0,1.0,0.44126074498567336,2,0,936,349,587,0.5587392550143266,0.37286324786324787,0.6271367521367521,0.5732484076433121,0.546875,0.19522776572668113,0.2219873150105708
