directional_error_type,row_count,coverage_within_export_set,mean_gaussian_wave,count_gaussian_wave,mean_wave_strength,count_wave_strength,mean_slow_retention,count_slow_retention,mean_outer_fan_width,count_outer_fan_width,mean_phase_disagreement,count_phase_disagreement,mean_inertia_wall_score,count_inertia_wall_score
correct_bull,89,0.09508547008547008,0.0898876404494382,89,139.77216921450918,89,0.7585848389753869,89,14.921871415943233,89,0.0,89,4.075335326580098,89
correct_bear,106,0.11324786324786325,0.2169811320754717,106,196.69570105178718,106,1.0331192478729891,106,19.06903684962437,106,0.009433962264150943,106,5.224851032712027,106
bull_called_bear_truth,66,0.07051282051282051,0.015384615384615385,65,167.4378249182648,65,0.7006919523421609,66,12.493856782956838,66,0.0,66,3.438838301791053,66
bear_called_bull_truth,90,0.09615384615384616,0.38202247191011235,89,196.0895831945867,89,1.0377608600240718,90,18.626908012271937,90,0.0,90,5.106683576501892,90
neutral_called_bull_truth,282,0.30128205128205127,0.3475177304964539,282,157.54327844080385,282,0.6146800031052304,282,13.37978095116772,282,0.6134751773049646,282,3.7980368031468204,282
neutral_called_bear_truth,301,0.3215811965811966,0.06333333333333334,300,141.27216686325428,300,0.5841639276285154,301,12.042306872596567,301,0.6378737541528239,301,3.4575743094035802,301
