model,rows,directional_called,neutral_called,directional_accuracy,directional_coverage,neutral_rate,bull_precision,bear_precision,bull_recall,bear_recall
v2_2 (base),936,351,585,0.5555555555555556,0.375,0.625,0.5732484076433121,0.5412371134020618,0.19522776572668113,0.2219873150105708
Bear-only RuleB raw,936,324,612,0.558641975308642,0.34615384615384615,0.6538461538461539,0.5732484076433121,0.5449101796407185,0.19522776572668113,0.19238900634249473
Bear-only RuleB + Core A,936,348,588,0.5603448275862069,0.3717948717948718,0.6282051282051282,0.5732484076433121,0.5497382198952879,0.19522776572668113,0.2219873150105708
Bear-only RuleB + Core B,936,349,587,0.5587392550143266,0.37286324786324787,0.6271367521367521,0.5732484076433121,0.546875,0.19522776572668113,0.2219873150105708
Bear-only RuleB + Core C,936,349,587,0.5587392550143266,0.37286324786324787,0.6271367521367521,0.5732484076433121,0.546875,0.19522776572668113,0.2219873150105708
Bear-only RuleB + Core A lite (phase&fs),936,349,587,0.5587392550143266,0.37286324786324787,0.6271367521367521,0.5732484076433121,0.546875,0.19522776572668113,0.2219873150105708
