total_rows,directional_called,neutral_called,directional_accuracy,coverage,bull_precision,bear_precision,bull_pred_bull_truth,bull_pred_bear_truth,bear_pred_bull_truth,bear_pred_bear_truth,transition_score_triggers,fan_collapse_v2_triggers,compression_trap_blocks,inertia_wall_neutralizations,oscillation_based_reversals
484,196,290,0.576530612244898,0.4049586776859504,0.6153846153846154,0.5508474576271186,48,30,53,65,54,0,48,51,29
