model,rows,directional_called,neutral_called,directional_accuracy,directional_coverage,neutral_rate,bull_precision,bear_precision
v2_2,452,178,274,0.5730337078651685,0.3938053097345133,0.6061946902654868,0.6111111111111112,0.5471698113207547
Proto v2.3 (original replay),452,177,275,0.5706214689265536,0.3915929203539823,0.6084070796460177,0.6111111111111112,0.5428571428571428
Lean Proto v2.3 (replay),452,177,275,0.5706214689265536,0.3915929203539823,0.6084070796460177,0.6111111111111112,0.5428571428571428
Swept Proto v2.3,452,177,275,0.5706214689265536,0.3915929203539823,0.6084070796460177,0.6111111111111112,0.5428571428571428
State-Machine Proto v2.3,452,192,260,0.5520833333333334,0.4247787610619469,0.5752212389380531,0.5432098765432098,0.5585585585585585
