directional_error_type,row_count,coverage_within_export_set,mean_gaussian_wave,count_gaussian_wave,mean_wave_strength,count_wave_strength,mean_slow_retention,count_slow_retention,mean_outer_fan_width,count_outer_fan_width,mean_phase_disagreement,count_phase_disagreement,mean_inertia_wall_score,count_inertia_wall_score
correct_bull,90,0.09615384615384616,0.08888888888888889,90,141.1104734831931,90,0.8011198283210534,90,15.908519547359901,90,0.0,90,4.338557279282502,90
correct_bear,105,0.11217948717948718,0.21904761904761905,105,196.40842316961775,105,1.030175392787905,105,19.045414047713745,105,0.009523809523809525,105,5.217967926193543,105
bull_called_bear_truth,67,0.07158119658119658,0.015151515151515152,66,168.33815906616346,66,0.7102670580058128,67,12.62901460784166,67,0.0,67,3.476282166199437,67
bear_called_bull_truth,89,0.09508547008547008,0.38636363636363635,88,195.3608335332063,88,0.9978847586750684,89,17.670803571472256,89,0.0,89,4.852092256352515,89
neutral_called_bull_truth,282,0.30128205128205127,0.3475177304964539,282,157.54327844080385,282,0.6146800031052304,282,13.37978095116772,282,0.6134751773049646,282,3.7980368031468204,282
neutral_called_bear_truth,301,0.3215811965811966,0.06333333333333334,300,141.27216686325428,300,0.5841639276285154,301,12.042306872596567,301,0.6378737541528239,301,3.4575743094035802,301
