epochs_seen,calls_made,coverage_pct,overall_accuracy,avg_confidence,avg_prob_bull,avg_prob_bear,log_loss,brier_score,bull_precision,bull_recall,bear_precision,bear_recall,tn_bear_ok,fp_false_bull,fn_false_bear,tp_bull_ok,called_accuracy,bull_calls,bear_calls,called_bull_accuracy,called_bear_accuracy,bull_net_units,bear_net_units,gross_wins,gross_losses,net_units,avg_conf_win,avg_conf_loss,max_loss_streak,max_win_streak,coverage_bull_pct,coverage_bear_pct,model_id,family
18452,5835,31.62258833730761,0.5120854107955777,0.5767192888793339,0.5105940610487052,0.48940593895129486,0.723226009719665,0.26161746913933515,0.5092441804770572,0.5780774249673771,0.5157868463746412,0.44652117545375974,4133,5123,3880,5316,0.5112253641816624,3256,2579,0.49785012285012287,0.5281116711903838,-95.04999999999998,76.90000000000002,2983,2852,-18.14999999999994,0.6835518598800051,0.6814244917046286,10,12,17.64578365488836,13.97680468241925,regime_trend_pressure_xgbfb_v1,regime+trend+pressure
