epochs_seen,calls_made,coverage_pct,skip_rows,directional_rows,directional_coverage_pct,overall_accuracy,avg_confidence,avg_prob_bull,avg_prob_bear,log_loss,brier_score,bull_precision,bull_recall,bear_precision,bear_recall,tn_bear_ok,fp_false_bull,fn_false_bear,tp_bull_ok,stake_bnb,bnb_usd_price,payout_win_multiple,site_fee_on_win_rate,gas_bet_usd,gas_claim_usd,called_accuracy,bull_calls,bear_calls,coverage_bull_pct,coverage_bear_pct,called_bull_accuracy,called_bear_accuracy,bull_net_units,bear_net_units,bull_net_bnb,bear_net_bnb,bull_net_usd,bear_net_usd,gross_wins,gross_losses,net_units,net_bnb,net_usd,avg_bnb_per_bet,avg_usd_per_bet,avg_conf_win,avg_conf_loss,bull_avg_conf,bear_avg_conf,bull_avg_conf_win,bull_avg_conf_loss,bear_avg_conf_win,bear_avg_conf_loss,gross_profit_bnb,gross_loss_bnb,profit_factor,max_win_streak,max_loss_streak,max_drawdown_bnb,max_drawdown_usd,max_drawdown_units,bucket_50_54_n,bucket_50_54_acc,bucket_50_54_net_bnb,bucket_50_54_net_usd,bucket_54_58_n,bucket_54_58_acc,bucket_54_58_net_bnb,bucket_54_58_net_usd,bucket_58_62_n,bucket_58_62_acc,bucket_58_62_net_bnb,bucket_58_62_net_usd,bucket_62_plus_n,bucket_62_plus_acc,bucket_62_plus_net_bnb,bucket_62_plus_net_usd,model_id,family
19003,1247,6.5621217702468035,0,19003,100.0,0.5200757775088144,0.5351578598827993,0.4979561781378776,0.5020438218621224,0.6937785201006368,0.2502970045090901,0.5180606321221243,0.5096235194585449,0.5220080404082054,0.5304284068293705,5064,4483,4637,4819,0.015,685.0,0.95,0.05,0.85,1.05,0.5268644747393745,446,801,2.3469978424459295,4.215123927800874,0.4798206278026906,0.5530586766541823,-97.6289902676399,-69.72534671532844,-1.4644348540145984,-1.0458802007299273,-1003.137875,-716.4279375000001,657,590,-167.35433698296833,-2.5103150547445257,-1719.5658125,-0.0020130834440613677,-1.378962159182037,0.6042907850501359,0.6037199597928454,0.604722331279945,0.6036300403306648,0.6065597908891097,0.6030274331921809,0.6031946964507219,0.6041687479809854,7.071801733576644,9.582116788321166,0.7380208246048374,9,9,-2.5999981751824603,-1780.9987499999854,-173.3332116788307,0,,0.0,0.0,0,,0.0,0.0,1019,0.5230618253189402,-2.1559723540145983,-1476.8410625000001,228,0.543859649122807,-0.354342700729927,-242.72475000000003,regime_trend_pressure_rf_v1,regime+trend+pressure
