epochs_seen,calls_made,coverage_pct,overall_accuracy,avg_confidence,avg_prob_bull,avg_prob_bear,log_loss,brier_score,bull_precision,bull_recall,bear_precision,bear_recall,tn_bear_ok,fp_false_bull,fn_false_bear,tp_bull_ok,called_accuracy,bull_calls,bear_calls,called_bull_accuracy,called_bear_accuracy,bull_net_units,bear_net_units,gross_wins,gross_losses,net_units,avg_conf_win,avg_conf_loss,max_loss_streak,max_win_streak,coverage_bull_pct,coverage_bear_pct,model_id,family
18452,6549,35.492087578582264,0.51371125081292,0.5795025217527761,0.5073892865169091,0.4926107134830909,0.7250425451145078,0.2620714974244673,0.5108494696895981,0.5709003914745542,0.517308868501529,0.45689282627484873,4229,5027,3946,5250,0.5112230874942739,3460,3089,0.49942196531791905,0.5244415668501133,-90.39999999999998,70.00000000000003,3348,3201,-20.399999999999935,0.6769460487648915,0.6745797374801207,11,14,18.75135486668112,16.74073271190115,trend_pressure_xgbfb_v1,trend+pressure
