epochs_seen,calls_made,coverage_pct,skip_rows,directional_rows,directional_coverage_pct,overall_accuracy,avg_confidence,avg_prob_bull,avg_prob_bear,log_loss,brier_score,bull_precision,bull_recall,bear_precision,bear_recall,tn_bear_ok,fp_false_bull,fn_false_bear,tp_bull_ok,stake_bnb,bnb_usd_price,payout_win_multiple,site_fee_on_win_rate,gas_bet_usd,gas_claim_usd,called_accuracy,bull_calls,bear_calls,coverage_bull_pct,coverage_bear_pct,called_bull_accuracy,called_bear_accuracy,bull_net_units,bear_net_units,bull_net_bnb,bear_net_bnb,bull_net_usd,bear_net_usd,gross_wins,gross_losses,net_units,net_bnb,net_usd,avg_bnb_per_bet,avg_usd_per_bet,avg_conf_win,avg_conf_loss,bull_avg_conf,bear_avg_conf,bull_avg_conf_win,bull_avg_conf_loss,bear_avg_conf_win,bear_avg_conf_loss,gross_profit_bnb,gross_loss_bnb,profit_factor,max_win_streak,max_loss_streak,max_drawdown_bnb,max_drawdown_usd,max_drawdown_units,bucket_50_54_n,bucket_50_54_acc,bucket_50_54_net_bnb,bucket_50_54_net_usd,bucket_54_58_n,bucket_54_58_acc,bucket_54_58_net_bnb,bucket_54_58_net_usd,bucket_58_62_n,bucket_58_62_acc,bucket_58_62_net_bnb,bucket_58_62_net_usd,bucket_62_plus_n,bucket_62_plus_acc,bucket_62_plus_net_bnb,bucket_62_plus_net_usd,model_id,family
19003,1314,6.914697679313793,0,19003,100.0,0.5162869020680945,0.5361632886847674,0.4990409708894353,0.5009590291105648,0.6942458368257601,0.25052249727294773,0.5140545144804088,0.510575296108291,0.5184684216002498,0.521944066198806,4983,4564,4628,4828,0.015,685.0,0.95,0.05,0.85,1.05,0.5121765601217656,551,763,2.899542177550913,4.015155501762879,0.4791288566243194,0.5360419397116645,-121.29961070559608,-89.79234184914839,-1.8194941605839416,-1.3468851277372265,-1246.3535,-922.6163125,673,641,-211.09195255474447,-3.1663792883211683,-2168.9698125000004,-0.002409725485784755,-1.6506619577625574,0.6034272638122123,0.6049257475455609,0.6046570871189605,0.6037980310875181,0.6041016314376999,0.6051680289302943,0.6029919751737558,0.6047293216771472,7.244022171532848,10.410401459854011,0.6958446510894147,12,10,-3.187906843065649,-2183.7161874999697,-212.52712287104328,0,,0.0,0.0,0,,0.0,0.0,1057,0.5127719962157048,-2.5300837591240875,-1733.107375,257,0.5097276264591439,-0.6362955291970804,-435.86243750000006,trend_pressure_rf_v1,trend+pressure
