epochs_seen,calls_made,coverage_pct,overall_accuracy,avg_confidence,avg_prob_bull,avg_prob_bear,log_loss,brier_score,bull_precision,bull_recall,bear_precision,bear_recall,tn_bear_ok,fp_false_bull,fn_false_bear,tp_bull_ok,stake_bnb,bnb_usd_price,payout_win_multiple,site_fee_on_win_rate,gas_bet_usd,gas_claim_usd,called_accuracy,bull_calls,bear_calls,coverage_bull_pct,coverage_bear_pct,called_bull_accuracy,called_bear_accuracy,bull_net_units,bear_net_units,bull_net_bnb,bear_net_bnb,bull_net_usd,bear_net_usd,gross_wins,gross_losses,net_units,net_bnb,net_usd,avg_bnb_per_bet,avg_usd_per_bet,avg_conf_win,avg_conf_loss,bull_avg_conf,bear_avg_conf,bull_avg_conf_win,bull_avg_conf_loss,bear_avg_conf_win,bear_avg_conf_loss,gross_profit_bnb,gross_loss_bnb,profit_factor,max_win_streak,max_loss_streak,max_drawdown_bnb,max_drawdown_usd,max_drawdown_units,bucket_50_54_n,bucket_50_54_acc,bucket_50_54_net_bnb,bucket_50_54_net_usd,bucket_54_58_n,bucket_54_58_acc,bucket_54_58_net_bnb,bucket_54_58_net_usd,bucket_58_62_n,bucket_58_62_acc,bucket_58_62_net_bnb,bucket_58_62_net_usd,bucket_62_plus_n,bucket_62_plus_acc,bucket_62_plus_net_bnb,bucket_62_plus_net_usd,model_id,family
18437,4686,25.416282475456963,0.5144546292780822,0.5481897811418615,0.5002334879497898,0.4997665120502101,0.7029084196861064,0.2528253747379471,0.5123992884796484,0.5329197954075525,0.5166666666666667,0.4961072664359862,4588,4660,4292,4897,0.015,685.0,0.95,0.05,0.85,0.85,0.5241143832693128,2215,2471,12.013885122308402,13.40239735314856,0.5151241534988713,0.5321732092270336,-321.87280413625285,-282.40958029197066,-4.828092062043794,-4.236143704379559,-3307.2430624999997,-2901.7584374999997,2456,2230,-604.2823844282236,-9.064235766423353,-6209.0014999999985,-0.0019343226134066055,-1.325010990183525,0.6159720316067648,0.6119137439363426,0.6152572297782942,0.6129503013538391,0.6179528603662453,0.6123934360158619,0.6142533049036717,0.6114680784576195,27.152917518248177,36.217153284671525,0.7497253388421427,12,15,-9.150924087591946,-6268.383000000483,-610.0616058394631,0,,0.0,0.0,1850,0.5227027027027027,-3.6497849452554734,-2500.1026875,1536,0.5162760416666666,-3.299762499999999,-2260.3373125,1300,0.5353846153846153,-2.114688321167882,-1448.5614999999998,regime_trend_pressure_gauss_logreg_v1,regime+trend+pressure+gaussian
